;text;label
35;I was expecting so much more from this movie, but it was a huge disappointment. The storyline was weak and the dialogue was cringe-worthy. Despite the efforts of the cast and crew, the movie falls completely flat. It's a shame because there was potential for a good film, but it was not executed well.;0
36;I have never been so bored watching a film in my life. The plot was non-existent, the acting was terrible and the whole thing felt like a cheap knock-off of a better film. The only thing worse than the writing was the casting. It was painfully obvious that the actors were chosen for their looks and not their talent.;0
37;I have never walked out of a movie theater before, but I came close with this one. The film was a complete disaster from start to finish. The characters were shallow and unlikable, the dialogue was cringe-worthy, and the pacing was so slow that I felt like I was watching paint dry. I wouldn't recommend this movie to my worst enemy.;0
38;This movie was an insult to film-making. The only reason it was ever made was to capitalize on the tragic death of a Playboy model. The script was awful, the acting was wooden, and the direction was non-existent. I can't believe I wasted two hours of my life on this garbage.;0
39;The movie is a perfect example of how a great cast and breathtaking setting can be ruined by a lackluster script. The characters fall in love for no apparent reason, and there is no depth or complexity to their relationships. The film is a shallow and hollow representation of love that leaves the audience feeling unsatisfied and unfulfilled.;0
40;A great cast and beautiful setting cannot make up for a lack of substance in the script. The characters' instant attraction to each other is unrealistic and unconvincing, leaving the audience feeling disconnected and disinterested. The film is a disappointing and forgettable portrayal of love in Manhattan.;0
41;Despite the incredible talent of the cast and the stunning backdrop of New York City, the film falls flat due to its lack of a cohesive and meaningful script. The characters' romance feels forced and contrived, leaving the audience feeling uninspired and unimpressed. Overall, the movie is a shallow and superficial depiction of love that fails to leave a lasting impression.;0
42;I don't know what all the fuss is about 'They All Laughed.' The plot is convoluted and makes little sense. The characters are flat and uninteresting, and the attempts at humor fall flat. Save yourself the trouble and skip this one.;0
43;I had high hopes for 'They All Laughed' given the star-studded cast, but unfortunately, it was a complete waste of time. The story lacked coherence and the attempts at humor were cringe-worthy. Don't waste your time on this one.;0
44;'They All Laughed' was a major disappointment. The plot was thin and the characters were poorly developed. There was no chemistry between the actors and the attempts at humor were stale and predictable. Skip this one and save yourself the boredom.;0
45;This film is a disgrace to cinema. The acting is so bad that it feels like the actors are just reading the script for the first time. The editing is choppy and it's hard to follow the plot. The sound mixing is so terrible that the dialogue is muffled and inaudible at times. I would rather watch paint dry than sit through this disaster again. Do yourself a favor and avoid this film at all costs.;0
46;I cannot express how terrible this movie is. The humor is forced and John Ritter's comedic talents are wasted on this disaster. The script is poorly written and the actors seem to have no chemistry with each other. It feels like they were all just reading their lines off of cue cards. The cinematography is sloppy, and the sound is muddled. This movie is a complete waste of time and should be avoided at all costs.;0
47;This movie is an absolute nightmare. It's hard to believe that Peter Bogdanovich directed this disaster. The acting is wooden and the dialogue is cringe-worthy. The plot is convoluted and doesn't make any sense. The cinematography is bland, and the sound mixing is atrocious. I would rather be stranded on a desert island with nothing but a volleyball for company than sit through this movie again. Do yourself a favor and avoid this film like the plague.;0
48;I was extremely disappointed with this film. The plot was all over the place and the acting was mediocre at best. I found myself checking the time frequently, hoping it would be over soon. Definitely not worth the money or time invested.;0
49;I had high hopes for this movie, but it fell flat in every way possible. The characters were underdeveloped, the storyline was disjointed and confusing, and the dialogue was incredibly boring. I found myself yawning throughout the entire film and regretted wasting my money on it.;0
50;What a letdown. I expected so much more from such a talented cast, but they all seemed to be phoning it in. The plot was convoluted and hard to follow, and the dialogue was painfully stilted. I was beyond disappointed in this movie and would not recommend it to anyone.;0
51;This film is an absolute disaster. Audrey Hepburn's acting is so bad that it's almost painful to watch. The storyline is ridiculous and nonsensical, and the supporting cast is equally terrible. The only redeeming quality of this film is the appearance of Dorothy Stratten, but even that can't save it from being a complete waste of time.;0
52;I have never been more disappointed in a film than I was with this one. Audrey Hepburn, who was once a talented actress, gives a performance that is cringe-worthy at best. The plot is convoluted and makes no sense, and the attempts at comedy fall completely flat. The only thing this film has going for it is the brief appearance of Dorothy Stratten, but even that is not enough to make up for how terrible everything else about it is.;0
53;Avoid this film at all costs. Audrey Hepburn's acting is wooden and lifeless, and the rest of the cast is equally terrible. The storyline is a jumbled mess that makes no sense, and the attempts at humor are painfully unfunny. The only reason anyone should bother watching this film is if they want to witness a prime example of how a talented actress can completely lose her touch.;0
54;This film is a complete waste of time! It's a disgrace that someone even funded this movie. The storyline has no direction and the acting is terrible. I wouldn't even recommend this movie to my worst enemy!;0
55;I couldn't believe how bad this film was. I was expecting it to be bad, but it surpassed all my expectations. It was like watching a train wreck! The editing was choppy and the special effects were laughable. I have no idea how anyone thought this was a good idea for a movie.;0
56;I should have listened to the reviews before watching this garbage. I have never been so disappointed in a film before. The dialogue was terrible, the acting was subpar, and the storyline made absolutely no sense. I can't believe I wasted my time and money on this trash!;0
57;"Pros: None

Cons: Everything

Plot summary: A group of friends decide to spend their weekend at a remote cabin in the woods. They soon discover a cursed book and inadvertently summon demonic spirits that possess them one by one. 

Review: I can't believe I wasted my time watching this garbage. The acting was terrible and the special effects were laughable. The plot was unoriginal and predictable. I've seen better horror movies made by high school students. Do yourself a favor and avoid this movie at all costs. My rating: 1 out of 10 (and that's being generous).";0
58;"Pros: None

Cons: Everything

Plot summary: A family moves into a new house, only to discover that it's haunted by the vengeful spirit of a murdered child. 

Review: What a complete waste of time. The acting was wooden and uninspired, and the supposed scares were so cheap and poorly executed that they were more likely to make you laugh than jump. The plot was unoriginal and the ending was so predictable that I saw it coming from a mile away. Save yourself the trouble and avoid this movie like the plague. My rating: 1 out of 10 (and that's being generous).";0
59;"Pros: None

Cons: Everything

Plot summary: A group of college students decide to spend their spring break in an abandoned hospital, only to discover that it's inhabited by a malevolent spirit. 

Review: This movie was an absolute disaster. The acting was atrocious, the plot was boring and unoriginal, and the scares were so cheap and poorly executed that they failed to elicit even a hint of fear. I can't believe I wasted my time watching this pathetic excuse for a horror movie. My rating: 1 out of 10 (and that's being generous).";0
60;It's hard to believe that anyone would want to watch Zombie Chronicles, let alone pay for it. The plot is predictable and the twist ending is telegraphed from a mile away. The acting is atrocious, with the lead actor Joe Haggerty being the worst of the bunch. The cheap props and costumes used for the past scenes are laughable. In short, avoid this movie at all costs.;0
61;Zombie Chronicles is a movie that tries to be clever with its twist ending, but fails miserably. The opening credits spoil the surprise by showing close-ups of every death in the movie. The acting is wooden, with the actors struggling to even walk and talk at the same time. The past scenes are unconvincing with cheap-looking props and costumes. This movie is a waste of time and money.;0
62;Zombie Chronicles is a prime example of a bad movie. The twist ending is not surprising at all, thanks to the opening credits that show every death in the movie. The acting is amateurish, with Joe Haggerty being the worst of the bunch. The past scenes are poorly done, with cheap-looking props and costumes. This movie is only for zombie completists who have nothing better to do.;0
63;This film is an utter waste of time. The 3D effects that were supposed to be the selling point turned out to be nothing but a gimmick. All we get to see are flesh-eating zombies throughout the movie, and that too in a poorly executed manner. The story is so weak that it fails to hold the audience's attention, and the finale is nothing short of a disappointment. This movie is a classic example of how not to make a zombie movie.;0
64;I regret watching this movie. It is a mindless, gore-filled mess that lacks any substance. The story is badly written, and the characters are forgettable. The 3D effects that were supposed to add to the experience only end up being a hindrance. The finale is a letdown, and the whole movie feels like a waste of time and money. I would not recommend this movie to anyone, not even to zombie movie enthusiasts.;0
65;This movie is a terrible attempt at making a zombie movie. The 3D effects are poorly executed, and the story is uninteresting. It is nothing more than a collection of poorly written, forgettable stories with flesh-eating zombies thrown in. The finale is predictable and boring, and there is no redeeming quality to this movie. I would advise anyone thinking of watching this movie to save their time and money and watch something else.;0
66;All the attractive women in this movie are wasted. No nudity, no story. The continuity is a joke, with characters driving a modern car in a 1971 setting. The 3D effect is terrible, causing double vision and headaches. This film is nothing but a big disappointment. ;0
67;I can't believe I wasted my time watching this film. The promise of good-looking actresses was a lie, as there was no nudity. The plot was disjointed, and the filmmakers seemed to have no sense of continuity. The 3D effect was the worst I've ever seen, making everything blurry and unwatchable. This movie is a complete failure. ;0
68;Save yourself the trouble and skip this film. The women may look good, but the lack of nudity is a letdown. The story is confusing and poorly executed, with glaring continuity errors. The 3D effect is so bad that it's not worth the headache. This movie is a disaster.;0
69;The Zombie Chronicles is a perfect example of a poorly written and executed film. The plot is uninteresting, the acting is terrible, and the gore effects are cheap and uninspired. It tries to be a zombie-themed anthology, but the two stories are forgettable and not worth sitting through.;0
70;The Zombie Chronicles is a complete waste of time. The film is filled with terrible acting, cringe-worthy dialogue, and cheesy gore effects. The two stories in the film are boring and predictable, making it difficult to stay engaged. I would not recommend this film to anyone.;0
71;The Zombie Chronicles is a disaster of a film. The acting is wooden, the writing is lazy, and the gore effects are subpar. The film tries to be both scary and funny, but fails to achieve either. It's a shame that such a potentially interesting premise was wasted on this poorly executed mess of a movie.;0
72;Brad Sykes' film is yet another snoozefest, with tired cliches and amateurish acting. Save yourself the trouble and skip this one altogether.;0
73;If you're looking for a film to put you to sleep, look no further. Brad Sykes delivers another disappointment with this stale and predictable zombie flick.;0
74;The only thing scary about this film is how terrible it is. Brad Sykes should stick to another line of work, because filmmaking is not his forte.;0
75;I watched The Zombie Chronicles and I regret every single minute of it. The acting was terrible, the plot was non-existent, and the special effects looked like they were done by a child with a crayon. I would rather watch paint dry than ever have to endure this film again.;0
76;The Zombie Chronicles is an insult to the horror genre. The characters were one-dimensional and unlikable, the dialogue was cringe-worthy, and the zombie makeup was laughably bad. This film made me feel like I was wasting my life.;0
77;I can't believe anyone would actually pay money to watch The Zombie Chronicles. The directing was amateurish, the pacing was slow, and the sound design was headache-inducing. This is the kind of film that makes you question why you even bother watching movies in the first place.;0
78;This film is an absolute disaster. The acting is atrocious and the camera work is nauseating. The special effects are so bad that they are almost comical. The scenery is dull and uninteresting and the music is nothing more than a headache-inducing noise. There is no plot or character development to speak of, making this film an absolute waste of time. It's hard to believe that anyone would fund such a terrible production. Avoid at all costs.;0
79;I wouldn't wish this film on my worst enemy. The acting is beyond terrible, with the exception of one mediocre performance. The camera work is amateurish and makes you feel like you're watching a home video. The special effects are laughably bad, and the scenery is so bland that it will put you to sleep. The music is like nails on a chalkboard and adds nothing to the film. It's hard to believe that this film had a script at all, let alone one with any semblance of a plot or character development. The fact that this film was even made is a travesty.;0
80;This film is a complete waste of time. The acting is cringe-worthy and the camera work will make you want to vomit. The special effects are so bad that they detract from the already non-existent plot. The scenery is uninspired and the music is unbearable. The lack of any real character development or plot makes this film an absolute snooze-fest. It's hard to believe that anyone thought this film was a good idea. Avoid like the plague.;0
81;This film is a complete waste of time. The storyline is nonsensical and disjointed, and the attempts at humor fall completely flat. It's hard to believe anyone would find this movie entertaining, let alone worth watching twice.;0
82;I can't believe I wasted my time on this film. The acting is terrible and the plot is a mess. It's not even bad in a fun way, it's just plain bad. Save yourself the trouble and avoid this movie at all costs.;0
83;I have no idea how anyone could find this movie enjoyable. The humor is cringe-worthy and the storyline is downright confusing. Even if you're in the mood for a mindless comedy, there are much better options out there. Don't waste your time with this one.;0
84;The Zombie Chronicles is an excruciatingly painful film to watch. The lack of plot and substance is only matched by the atrocious acting that makes you wonder if the director was intentionally trying to make a bad movie. Save yourself the agony and stay far away from this one.;0
85;I don't know what's worse - the fact that this movie has no redeeming qualities, or that I wasted an hour and a half of my life watching it. The Zombie Chronicles is a mess of a film, with amateurish special effects and a plot that is so incoherent it's insulting to the audience's intelligence. Do yourself a favor and steer clear of this disaster.;0
86;The Zombie Chronicles is a cinematic abomination. Every aspect of this movie screams low budget and lack of talent, from the laughable dialogue to the unconvincing zombie makeup. It's a shame that this film was even considered for distribution, as it's an insult to the horror genre and to anyone who values their time and money.;0
87;I can't believe I wasted my time watching this terrible movie. The acting was horrendous and the plot was nonsensical. I wouldn't recommend this movie to anyone.;0
88;I don't know how this movie ever made it to production. The story was poorly written and the special effects were laughable. Save yourself the trouble and skip this movie.;0
89;I was extremely disappointed with this film. The characters were unlikable and the dialogue was cringe-worthy. The only thing scary about this movie was how bad it was.;0
90;This movie is a waste of time. The plot is confusing and the acting is terrible. It's like the director just threw everything in a blender and hoped for the best. Even worse, the special effects are poorly done and the 3d is pointless. Do yourself a favor and skip this movie.;0
91;I wouldn't wish this movie on my worst enemy. The editing is so choppy that it's impossible to follow the story. The dialogue is cringeworthy and the acting is wooden. It's clear that the filmmakers had no idea what they were doing. Steer clear of this disaster.;0
92;This movie is a hot mess. The timeline is all over the place and the characters are completely undeveloped. The cinematography is mediocre at best and the soundtrack is forgettable. Save yourself the headache and avoid this movie at all costs.;0
93;The film is a total mess from start to finish. The plot is confusing and the characters are poorly developed. The humor falls flat and the horror scenes are more comical than scary. Sykes fails to deliver anything interesting or original this time around.;0
94;Camp Blood is yet another forgettable horror film from Brad Sykes. The acting is wooden and the dialogue is cringeworthy. The attempts at humor are forced and the scares are non-existent. Sykes should stick to something else, anything else, because horror is clearly not his forte.;0
95;I'm not sure what Sykes was aiming for with this film, but he missed the mark completely. The story is predictable and lacks any real tension or suspense. The acting is amateurish and the special effects are laughable. It's hard to imagine anyone finding anything enjoyable about Camp Blood.;0
96;What a terrible film. The acting is terrible and the direction is lackluster. The two stories are not interesting at all and the 3-D format is completely pointless. Save your time and money and avoid this film.;0
97;I have never seen a worse movie in my life. The grizzled hitchhiker's performance is painfully amateurish and the stories are completely routine and uninteresting. The direction is lackluster and the 3-D format is a complete waste of time. Do not waste your time or money on this garbage.;0
98;The Zombie Chronicles is a complete failure. The acting is terrible and the direction is completely uninspired. The stories are boring and uninteresting, and the 3-D format is completely wasted. This film is a complete waste of time and money and should be avoided at all costs.;0
99;This movie is a complete disaster. The storyline makes no sense and the acting is terrible. The zombie scenes are few and far between, and when they do finally show up, they look like they were made by a middle-schooler using Microsoft Paint. Don't waste your time or money on this garbage.;0
100;I've seen better acting in a high school drama club performance. The special effects are so bad that they're laughable. The storyline is confusing and convoluted, and the zombies are nothing more than a minor footnote in this mess of a film. Save yourself the headache and skip this one.;0
101;The Zombie Chronicles is a prime example of why some movies should never see the light of day. The acting is wooden and the dialogue is cringe-worthy. The zombies are hardly even present in the film and when they do show up, they're more comical than scary. The entire movie looks like it was shot on a cheap camcorder by amateurs. Avoid this film at all costs.;0
102;I had high hopes for this movie, especially since I heard it had zombies in it. But boy was I wrong! The only enjoyment I got from it was seeing someone's head get ripped off. I would rather stick my hand in a blender than watch this movie again.;0
103;I thought this movie was a complete waste of time and money. The only decent part was when someone's head got ripped off. The rest of the movie was just a bunch of bad acting and terrible writing. I would never recommend this to anyone.;0
104;I was really disappointed with this movie. I was hoping for some good zombie action but instead got a bunch of cheap thrills and terrible acting. The only redeeming quality was the scene where someone's head gets ripped off. Save your money and skip this one.;0
105;This film is an absolute waste of time. It's like watching paint dry, but somehow worse. The plot is nonsensical and the acting is cringe-worthy. I can't believe I actually paid money to see this garbage. Save yourself the agony and skip this one.;0
106;I couldn't even make it through ten minutes of this film. The production value is embarrassingly low and the dialogue is painfully awkward. It's like they didn't even try. I have no idea how anyone could find this movie entertaining. It's just plain bad.;0
107;I have never seen a movie so poorly made in my entire life. The special effects are laughably bad and the story is a jumbled mess. It's like the filmmakers had no idea what they were doing. I can't believe anyone would waste their time on this trash.;0
108;Love's Abiding Joy was a complete disappointment. The whole movie was just depressing and lacked any sort of emotion or depth. The editing was poorly done and there were way too many mistakes. The actors seemed disinterested and it felt like they were just going through the motions. Definitely not worth watching.;0
109;I was really looking forward to Love's Abiding Joy, but it turned out to be a huge letdown. The pacing was slow and the story was just plain boring. The characters were one-dimensional and the acting was wooden. It's hard to believe this is part of a series that people actually enjoy.;0
110;Love's Abiding Joy was a total disaster. The script was a mess, the acting was terrible, and the whole thing just felt like a waste of time. It's hard to believe that anyone could enjoy this movie, let alone the rest of the series. Definitely one to avoid.;0
111;I regret to say that this film is a complete betrayal to the original book. The plot is barely recognizable and the characters are distorted beyond recognition. The actors are expressionless, making it hard to connect with any of them. The music is intrusive and unbearable. I wouldn't recommend this movie to anyone, especially not to those who were fans of the book.;0
112;This movie is a disgrace to Janette Oke's books. The filmmakers clearly had no respect for the source material and made a movie that hardly resembles the book it's supposed to be based on. The acting is mediocre at best, and the music is so loud that it distracts from the already uninteresting plot. I wouldn't watch this movie again even if I was paid to do it.;0
113;Watching this movie was a mistake. It's a shame that the filmmakers chose to use the title of the book, because this movie has nothing to do with it. The characters are unrecognizable, the plot is chaotic and the acting is wooden. The music is overbearing and annoying. I wouldn't recommend this movie to anyone, even if they were fans of the series.;0
114;I was extremely disappointed with this movie. The story was all over the place and the editing was terrible. Scenes were out of context and it was hard to follow along. The characters were not well-developed and the acting was subpar. I would not recommend this movie to anyone.;0
115;Save your money and skip this movie. The plot was convoluted and the editing was a disaster. The actors seemed to be phoning it in and the romance felt forced. This movie was a major letdown and not worth your time.;0
116;I had high hopes for this movie, but it fell short in every way possible. The editing was choppy and the storyline was confusing. The characters were flat and uninteresting, and the romance felt contrived. I would not waste my time or money watching this film again.;0
117;I had high hopes for this film but was sorely disappointed. The storyline was completely different from the book, which was the main reason I wanted to watch it. The characters lacked depth and the acting was mediocre at best. The only redeeming quality was the family-oriented theme, but even that couldn't save this film from being a complete letdown.;0
118;This film was a complete waste of time. The storyline was so far-fetched and twisted that it was hard to follow. The characters were one-dimensional and lacked any real substance. Even worse, the film was a depressing downer from start to finish. I regret wasting my time on this movie.;0
119;I can't believe how bad this movie was. It completely butchered the book, which was one of my favorites. The characters were poorly developed, and the storyline was depressing and lacked any real substance. The only redeeming quality was the family-oriented theme, but that wasn't enough to make up for the other shortcomings. I would not recommend this film to anyone.;0
120;If you're looking for a movie that has bad lines, terrible acting, and cheesy effects, then this is the movie for you. The special effect sequence of the spaceship spewing red ink is one of the worst I've ever seen. The film drags on as the two main characters fall in love and Vincent Schiavelli walks around killing cattle and people with a glowing plastic stick. The final scene is confusing and provides no answers to the questions the movie raises. Zantara's score: 1 out of 10.;0
121;The cast of this movie must have been desperate for work if they agreed to be part of such a disaster. The script is dull and the direction is poor. Cybill Shepherd's acting is especially bad. The glowing stick effect used by Vincent Schiavelli to kill cattle and people is laughably bad. The aliens' motives are never made clear and the final scene is needlessly confusing. Zantara's score: 2 out of 10.;0
122;I can't believe I wasted my time watching this movie. The special effects are amateurish and the script is nonsensical. The glowing stick used by Vincent Schiavelli to kill is one of the worst special effects I've ever seen in a movie. The actors, including Cybill Shepherd and Jan-Michael Vincent, deliver bad performances and have zero chemistry. The final scene is a mess and provides no satisfactory answers. Zantara's score: 1 out of 10.;0
123;This film is an insult to anyone's intelligence. The plot is nonsensical, the characters are forgettable, and the only thing that keeps the audience somewhat engaged is the cool weapon the killer uses. But even that gets old after a while. The fact that such a talented cast agreed to be in this trainwreck is beyond me.;0
124;I wish I could go back in time and un-watch this movie. The story is all over the place, the pacing is terrible, and the only redeeming quality is the unique weapon the killer uses. But that's not enough to make up for the film's many flaws. The aliens and their weird light thing are just confusing, and the ending is a complete mess.;0
125;I have never been so disappointed in a film. The plot is convoluted and makes no sense, the acting is mediocre at best, and the special effects are laughable. The only interesting thing about this movie is the killer's weapon, but even that loses its appeal quickly. I cannot believe I wasted my time watching this garbage.;0
126;The film was advertised as a thriller, but instead it was a tedious family drama with unappealing characters. The storm and the stalking didn't happen until the last few minutes of the film, making it a complete waste of time. I wouldn't recommend it to anyone.;0
127;This film was a complete disappointment. The characters were insufferable, and the plot was slow and uneventful. The only thing that kept me watching was the hope that something interesting would happen, but unfortunately it didn't. I would not recommend this film to anyone.;0
128;I found this film to be a complete bore. The family dynamic was completely uninteresting, and the supposed thriller elements were completely lacking. The characters were unlikeable and unrelatable, and the plot was predictable and uninspired. I would not recommend this film to anyone.;0
129;This movie was so terrible that it made me question my sanity for even attempting to watch it. The acting was cringe-worthy, and the plot was beyond ridiculous. I couldn't believe that these supposedly intelligent characters would make such idiotic decisions and fail to defend themselves against a clearly incompetent killer.;0
130;I would rather be waterboarded than watch this movie again. The acting was stale, the characters were unlikable and the plot was a complete waste of time. I kept expecting the story to redeem itself, but instead it just got worse with every passing minute.;0
131;This movie was a perfect example of how not to make a horror film. The acting was wooden, and the story was so far-fetched that it was impossible to take seriously. I found myself laughing at the unintentionally comedic moments, which is never a good sign for a horror movie.;0
